"rid","berth_id","port_id","terminal_id","berth_name","berth_operator","berth_type","berth_status","facility_type","latitude_indicator","longitude_indicator","dec_latitude","dec_longitude","berth_length_flat_side","berth_length_incl_dolphins","berth_length_continuous","depth_alongside_lw","draught_hw_max","draught_lw_max","berth_ukc_min","tidal_range_spring","tidal_range_neap","night_berthing","night_berthing_note","night_unberthing","ship_loa_max","ship_loa_min","ship_loa_note","ship_dwt_max","ship_dwt_min","ship_dwt_note","ship_disp_max","ship_disp_min","ship_disp_note","gas_capacity_min","gas_capacity_max","gas_capacity_note","ship_beam_max","ship_beam_note","berth_disp_max","gt_max","teu","total_pbl_min","manifold_bcm_max","manifold_bcm_min","manifold_scm_max","manifold_scm_min","manifold_height_max","manifold_height_min","derrick_swl_min","wl_masthead_height_max","manifold_pbl_min_fwd","manifold_pbl_min_aft","manifold_used","ro_ro","passenger","ramp_width","ramp_swl","breakbulk","naval","coastal","timber_products","fishing","container","transhipment","offshore","project_heavy","steel_products","twin_span","cranes_note","all_weather_berth","cold_ironing","side_alongside","bunkers_hfo","delivery_hfo","gangway_used","bunkers_do_go","delivery_do_go","moorings_fwd","moorings_aft","bunkers_lng","delivery_lng","fresh_water","delivery_fw","cow","berth_additional_info","reefer","livestock","waterline_height_hw_max_decimal","dry_bulk_cargo","sdc_berth_line","sdc_berth_type","is_confirmed","sdc_berth_name","lastupdatedate","remark"
"272171","84748","15401","40014","Pier 09B (South)","Port Authority of New York & New Jersey","Quay","Closed","Dry Cargo","N","W","40.6871","-74.006683","198",,,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,"False",,,,,,,,,,,,,,,,,,,,,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"Red Hook Container Terminal - Brooklyn, NY_Pier 09B (South)","10/5/2021 15:21:20+08",
"272172","84749","15401","40014","Wharf 12","Port Authority of New York & New Jersey","Quay","Never Existed","Dry Cargo","N","W","40.68295","-74.01395","197",,,"12.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Others",,,,"Red Hook Container Terminal - Brooklyn, NY_Wharf 12","14/11/2017 08:38:08+08",
"272166","84762","15401","48462","Pier 90","Ports America","Pier","Closed","Dry Cargo","N","W","40.767867","-73.99885","316",,,,,"10.9",,"1.52","1.37",,,,"333.33",,,"13188",,,,,,,,,"37.92",,,,,,,,,,,,,,,,,,"Cruise",,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,,,,"11/05/2021 - No vessel visits in one year.",,,,,,,,"Manhattan Cruise Terminal_Pier 9","11/5/2021 09:18:36+08",
"272167","84763","15401","48462","Pier 88","Ports America","Pier","Closed","Dry Cargo","N","W","40.766667","-73.999583","297",,,,,"10.9",,"1.52","1.37",,,,"333.33",,,"13188",,,,,,,,,"41.4",,,"165157",,,,,,,,,,,,,,,"Cruise",,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,,,,"11/05/2021 - No vessel visits in one year.",,,,,,,,"Manhattan Cruise Terminal_Pier 88","11/5/2021 09:17:54+08",
"272173","84606","15401","19177","Barge Berth","Kinder Morgan","Dolphin Berth","Never Existed","Tanker","N","W","40.523317","-74.249533","12","136",,"6.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kinder Morgan Perth Amboy Terminal_Barge Berth","7/5/2019 10:51:44+08",
"272174","84607","15401","37009","Barge Berths","Kinder Morgan (land purchased by NorthPoint Development)","Quay","Closed","Tanker","N","W","40.545583","-74.246217","625",,,"4.87",,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Depths 4.87m to 7.01m.",,,,,,,,"Kinder Morgan - Staten Island_Barge Berths","4/5/2021 12:21:16+08",
"272175","95123","15401","52574","Arthur Kill Main Quay","Atlantic Offshore Terminals","Quay","Never Existed","Dry Cargo","N","W","40.523283","-74.2495","330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,"True","True","True",,,,,,,,,,,,,,,,,,"Used for assembly and staging of offshore wind turbines.",,,,,,,,"Arthur Kill Terminal (Statin Island)_Arthur Kill Main Quay","29/4/2021 15:04:53+08",
"272179","76406","15401","45290","Wet Berth ","Bayonne Dry Dock & Repair Corp.","Quay","Never Existed","Dry Cargo","N","W","40.661267","-74.07245","488",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne Dry Dock & Repair Corp._Wet Berth","2/5/2019 11:00:34+08",
"272180","76420","15401","45294","Quay","Cape Liberty Cruise Port LLC","Quay","Active","Dry Cargo","N","W","40.6647","-74.070267","395",,,"15.8",,,,"1.52","1.37","All vessels",,"All vessels","347.06",,,"12000",,,,,,,,,"41.4",,,"169000",,,,,,,,,,,,,,,"Cruise",,,,,,,,"False",,,,,,,,,"Starboard",,,"Passenger",,,,,,,,,,,,,,,,,,"Cape Liberty Cruise Terminal_Quay","10/5/2021 14:23:24+08",
"272176","76298","15401","45253","Dock No. 01","Amerada Hess","Dolphin Berth","Closed","Tanker","N","W","40.7054","-74.120367",,"68",,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"Amerada Hess Terminal_Dock No. 01","10/5/2021 11:34:44+08",
"272177","76299","15401","45254","Dock No. 01","Shell","Dolphin Berth","Closed","Tanker","N","W","40.706667","-74.120833","20","117",,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/05/2021 - No vessel visits in one year.",,,,,,,,"Shell - Newark Terminal_Dock No. 01","10/5/2021 11:35:40+08",
"272181","76287","15401","45251","Ship Berth","NuStar Energy LP","T Jetty","Closed","Tanker","N","W","40.605783","-74.205883",,,,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/05/2021 - No vessel visits in one year.",,,,,,,,"NuStar - Linden Terminal_Ship Berth","5/5/2021 07:58:47+08",
"272182","76288","15401","45251","South Berth","NuStar Energy LP","Jetty","Closed","Tanker","N","W","40.60715","-74.205983",,"74",,,,"11.1",,"1.52","1.37",,,,"228.6",,,,,,,,,,,,"32.26",,,,,,,,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,,,,,,,,,,,"05/05/2021 - No vessel visits in one year.",,,,,,,,"NuStar - Linden Terminal_South Berth","5/5/2021 08:04:02+08",
"272183","76289","15401","45251","North Berth","NuStar Energy LP","Jetty","Active","Tanker","N","W","40.608717","-74.20565",,"82",,,,"11.1",,"1.52","1.37","All vessels",,"All vessels","228.6",,,"76580",,,,,,,,,"32.26",,,,,,,,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,,,,,,,,,,,,,,,,,,,"NuStar - Linden Terminal_North Berth","5/5/2021 08:12:19+08",
"272184","76290","15401","37023","CITGO Tremley Pt No. 01 PCI","CITGO Petroleum","Quay","Closed","Tanker","N","W","40.600383","-74.2012","112",,,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,,,,,,,,,,,"04/05/2021 - No vessel visits in one year.",,,,,,,,"CITGO Petroleum Tremley Point Terminal_CITGO Tremley Pt No. 01 PCI","4/5/2021 15:06:29+08",
"272186","76292","15401","37023","CITGO Tremley Pt No. 03 PCI","CITGO Petroleum","Dolphin Berth","Closed","Tanker","N","W","40.602917","-74.203217",,"160",,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/05/2021 - No vessel visits in one year.",,,,,,,,"CITGO Petroleum Tremley Point Terminal_CITGO Tremley Pt No. 03 PCI","4/5/2021 15:11:00+08",
"272187","76293","15401","37023","South Berth","CITGO Petroleum","Dolphin Berth","Active","Tanker","N","W","40.598683","-74.201433","18","195",,,"10.97",,"0.6","1.52","1.37","All vessels",,"All vessels","201.17",,,"51745",,,,,,,,,"32.25",,,,,,,,,,,,,,,,"Port",,,,,,,,,,,,,,,,,,,"Port",,,,,,,,,,,,,,,,,,,,,"CITGO Petroleum Tremley Point Terminal_South Berth","4/5/2021 15:05:17+08",
"272178","76395","15401","45288","GMD Wet Berth ","GMD Shipyard","Quay","Never Existed","Dry Cargo","N","W","40.701067","-73.97195","330",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True","True",,,,,,,,,,,,,,,,,,,,,,,,,,"GMD Shipyard_GMD Wet Berth","3/5/2019 09:11:11+08",
"272188","76266","15401","37008","Dock No. 01A","Kinder Morgan","Pier","Closed","Tanker","N","W","40.585667","-74.209833",,"90",,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kinder Morgan, Carteret_Dock No. 01A","4/5/2021 14:33:29+08",
"272191","76269","15401","37008","Dock No. 01 North","Kinder Morgan","T Jetty","Closed","Tanker","N","W","40.58705","-74.2092","90",,,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barge Berth",,,,,,,,"Kinder Morgan, Carteret_Dock No. 01 North","4/5/2021 14:29:37+08",
"272195","96616","15401","53200","02, 04 and 06","Red Hook Stevedoring and Terminal Operators","Quay","Active","Dry Cargo","N","W","40.697067","-74.149617",,,"610","10.97","9.9",,,"1.52","1.37","All vessels",,"All vessels","199.98",,,"21421",,,,,,,,,"32.26",,,"59968",,,,,,,,,,,,,,"PCC",,,,"True",,,,,"False",,,"True",,,"2 x Lieberr LHM 420 Mobile Harbor Cranes available at the terminal.",,,"Port or Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"Red Hook Terminal Newark_02, 04 and 06","10/5/2021 15:12:45+08",
"272196","96617","15401","53201","Lafarge Berth","Lafarge","T Jetty","Closed","Dry Cargo","N","W","40.64875","-74.096283",,"145",,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cement",,,,"Lafarge - Bayonne Terminal_Lafarge Berth","12/5/2021 09:23:44+08",
"2932","96740","15401","53241","Floating Pontoon","Atlantic Salt Inc.","Floating Pontoon","Active","Dry Cargo","N","W","40.645717","-74.096017",,,,,,,,,,,,,"199.98",,,"62716",,,,,,,,,"32.26",,,"35207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salt",,,,"Floating Pontoon","29/6/2021 09:36:22+08",
"272193","95156","15401","52594","ASR Berth","American Sugar Refining, Inc.","Quay","Active","Dry Cargo","N","W","40.928367","-73.905767","28","200",,,,,,"1.52","1.37","All vessels",,"All vessels","179.9",,,"32389",,,,,,,,,"28.4",,,"20924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port",,,,,,,,,,,,,"Vessels moor alongside floating cranes.",,,,"Sugar",,,,"Domino Sugar Terminal_ASR Berth","12/5/2021 09:22:06+08",
"272194","95157","15401","52594","South Berth","American Sugar Refining, Inc.","Jetty","Never Existed","Dry Cargo","N","W","40.9279","-73.905817","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,,,,,,,,,,,,"Sugar",,,,"Domino Sugar Terminal_South Berth","12/5/2021 07:49:54+08",
"272192","95143","15401","40010","16","Port Newark Container Terminal","Quay","Active","Dry Cargo","N","W","40.693283","-74.139967","150",,,,"10",,,"1.52","1.37","All vessels",,"All vessels","240.6",,,"49770",,,,,,,,,"36.5",,,"76420",,,,,,,,,,,,,,"Pass/Vehicle/Rail",,,,,,,,,"True",,,,,,,,,"Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"Port Newark Container Terminal (PNCT)_16","12/5/2021 09:24:19+08",
"22037","98392","15401","40018","No 02","Global Container Terminals","Quay","Active","Dry Cargo","N","W","40.670833","-74.079117","433",,"820","15.2","14.8",,,"1.52","1.37","All vessels",,"All vessels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freight",,,,,,,,,"True",,,,,,"8 x 50.8t gantry cranes are available at the terminal.",,,"Starboard",,,"Ship",,,,,,,,,,,,,,,,,,,"10/2/2023 05:38:09+08",
"272020","56374","15401","39399","Pier 06 South","IMTT","Finger Pier","Active","Tanker","N","W","40.65345","-74.08595",,"208",,"11.58",,"10.66",,"1.52","1.37",,"Unrestricted",,"213.36",,,"90000",,,,,,,,,"38.1",,,,,,"103.62",,,,,,,"44.5",,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"IMTT Bayonne_Pier 06 South","10/5/2021 14:01:48+08",
"271991","55966","15401","37023","Petro Port",,"Pier","Never Existed","Tanker",,,,,,,,,"11.27",,,,,,,,"305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CITGO Petroleum Tremley Point Terminal_Petro Port","7/7/2011 15:30:50+08",
"272062","55560","15401","36993","King Fuel",,"Jetty","Never Existed","Tanker",,,,,,,,,"8.23",,,,,,,,"182",,,,,,,,,,,,"30.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson River Terminal_King Fuel","19/4/2011 16:14:33+08",
"272058","55565","15401","36995","Castle Oil - East",,"Pier","Never Existed","Tanker",,,,,,,,,"11.27",,,,,,,,"192",,,"30000",,,,,,,,,,,,,,,"99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgewater_Castle Oil - East","20/7/2012 07:48:56+08",
"272087","59647","15401","39399","I.m.t.t. Pier Seven Berth 3","Imtt","Unknown","Never Existed","Tanker",,,,,,,,"0","7.01",,,,,,,,"76.2",,,,,,,,,,,,,,,,,,"38.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"IMTT Bayonne_I.m.t.t. Pier Seven Berth 3","21/5/2019 11:21:18+08",
"272128","61053","15401","40016","Pier 12","Ports America","Quay","Active","Dry Cargo","N","W","40.682833","-74.01415","268",,,"10.97","10.05",,,"1.52","1.37","All vessels",,"All vessels","346",,,"19189",,,,,,,,,"41",,,"149215",,,,,,,,,,,,,,,"Cruise",,,,,,,,,,,,,,,,,"Port",,,"Passenger","Available",,,,,,,,,,,,,,,,,"Brooklyn Cruise Terminal_Pier 12","10/5/2021 15:07:31+08",
"272136","84938","15401","48550","22","Port Authority of New York and New Jersey (Citrus Products)","Quay","Never Existed","Both","N","W","40.689767","-74.136683","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Citrus Products (Port Newark)_22","2/5/2019 14:49:34+08",
"272185","76291","15401","37023","CITGO Tremley Pt No. 02 PCI","CITGO Petroleum","Quay","Closed","Tanker","N","W","40.601383","-74.201633","118",,,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/05/2021 - No vessel visits in one year.",,,,,,,,"CITGO Petroleum Tremley Point Terminal_CITGO Tremley Pt No. 02 PCI","4/5/2021 15:10:17+08",
"272189","76267","15401","37008","Dock No. 01B","Kinder Morgan","Pier","Closed","Tanker","N","W","40.58605","-74.209483",,"80",,,,,,"1.52","1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barge Berth",,,,,,,,"Kinder Morgan, Carteret_Dock No. 01B","4/5/2021 14:31:44+08",
"272012","55871","15401",,"Celanese CH",,"Pier","Never Existed","Tanker",,,,,,,,,"7.62",,,,,,,,"305",,,,,,,,,,,,"24.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"_Celanese CH","20/7/2012 07:39:23+08",
"272057","55564","15401","36998","Koppers Kok","CLosed","Pier","Never Existed","Tanker",,,,,,,,,"9.75",,,,,,,,"183",,,,,,,,,,,,"21.3",,,,,,"91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keamey_Koppers Kok","26/4/2011 12:56:53+08",
