"rid","berth_id","port_id","terminal_id","berth_name","berth_operator","berth_type","berth_status","facility_type","latitude_indicator","longitude_indicator","dec_latitude","dec_longitude","berth_length_flat_side","berth_length_incl_dolphins","berth_length_continuous","depth_alongside_lw","draught_hw_max","draught_lw_max","berth_ukc_min","tidal_range_spring","tidal_range_neap","night_berthing","night_berthing_note","night_unberthing","ship_loa_max","ship_loa_min","ship_loa_note","ship_dwt_max","ship_dwt_min","ship_dwt_note","ship_disp_max","ship_disp_min","ship_disp_note","gas_capacity_min","gas_capacity_max","gas_capacity_note","ship_beam_max","ship_beam_note","berth_disp_max","gt_max","teu","total_pbl_min","manifold_bcm_max","manifold_bcm_min","manifold_scm_max","manifold_scm_min","manifold_height_max","manifold_height_min","derrick_swl_min","wl_masthead_height_max","manifold_pbl_min_fwd","manifold_pbl_min_aft","manifold_used","ro_ro","passenger","ramp_width","ramp_swl","breakbulk","naval","coastal","timber_products","fishing","container","transhipment","offshore","project_heavy","steel_products","twin_span","cranes_note","all_weather_berth","cold_ironing","side_alongside","bunkers_hfo","delivery_hfo","gangway_used","bunkers_do_go","delivery_do_go","moorings_fwd","moorings_aft","bunkers_lng","delivery_lng","fresh_water","delivery_fw","cow","berth_additional_info","reefer","livestock","waterline_height_hw_max_decimal","dry_bulk_cargo","sdc_berth_line","sdc_berth_type","is_confirmed","sdc_berth_name","lastupdatedate","remark"
"270877","61450","14635","41540","220","Yusen Terminals LLC","Quay","Closed","Dry Cargo","N","W","33.753083","-118.26435","155",,"620","13.7","12.8",,,,,,,,"338.17",,,"103310",,,,,,,,,"45.6",,,"97825",,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Yusen Container Terminal_22","19/4/2021 08:40:04+08",
"270878","61451","14635","41540","221","Yusen Terminals LLC","Quay","Active","Dry Cargo","N","W","33.752567","-118.264917","155",,"620","13.7",,,,,,,,,"213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Yusen Container Terminal_221","19/4/2021 08:22:17+08",
"270879","61468","14635","41541","226 (202)","Everport Terminal Services","Quay","Active","Dry Cargo","N","W","33.749167","-118.2693","130",,"1432","16.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"11 x 51t Post- Panamax cranes available at the terminal.",,,,,,,,,,,,,,,,"This berth area used for storage and  lorry trailer parking, directly under Vincent Thomas Bridge. ","True",,,,,,,"Everport Container Terminal_226 (202)","8/4/2022 09:59:12+08",
"270880","61469","14635","41541","227","Everport Terminal Services","Quay","Active","Dry Cargo","N","W","33.7479","-118.270467",,,"980","16.25","12.9",,,,,,,,"335",,,"108827",,,,,,,,,"45.8",,,"100000",,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"11 x 51t Post- Panamax cranes available at the terminal.",,,"Port",,,,,,,,,,,,,,"True",,,,,,,"Everport Container Terminal_227","8/4/2022 09:59:59+08",
"270881","61470","14635","41541","228","Everport Terminal Services","Quay","Active","Dry Cargo","N","W","33.746533","-118.271283",,,"980","16.25","13.2",,,,,"All vessels",,"All vessels","369",,,"153520",,,,,,,,,"51.2",,,"153014","13656",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"6 x Post- Panamax cranes available at berths 227 - 232.",,,"Port",,,,,,,,,,,,,,"True",,,,,,,"Everport Container Terminal_228","8/4/2022 10:00:08+08",
"270882","61471","14635","41541","229","Everport Terminal Services","Quay","Active","Dry Cargo","N","W","33.74525","-118.27205",,,"980","16.25","13.5",,,,,"All vessels",,"All vessels","369",,,"153520",,,,,,,,,"51.2",,,"153014","13806",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"11 x 51t Post- Panamax cranes available at the terminal.",,,"Port",,,,,,,,,,,,,,"True",,,,,,,"Everport Container Terminal_229","8/4/2022 10:00:17+08",
"270883","61472","14635","41541","230","Everport Terminal Services","Quay","Active","Dry Cargo","N","W","33.744317","-118.272617",,,"980","14.32","13.5",,,,,,,,"335",,,"105000",,,,,,,,,"45.8",,,"100000",,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"6 x Post- Panamax cranes available at berths 227 - 232.",,"True","Port",,,,,,,,,,,,,,"True",,,,,,,"Everport Container Terminal_23","8/4/2022 09:57:29+08",
"270884","61473","14635","41541","231","Everport Terminal Services","Quay","Active","Dry Cargo","N","W","33.743283","-118.27325",,,"980","14.32","13.5",,,,,"All vessels",,"All vessels","335",,,"130573",,,,,,,,,"48.4",,,"117340","12118",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"6 x Post- Panamax cranes available at berths 227 - 232.",,,"Port",,,,,,,,,,,,,,"True",,,,,,,"Everport Container Terminal_231","8/4/2022 09:58:08+08",
"270885","61474","14635","41541","232","Everport Terminal Services","Quay","Active","Dry Cargo","N","W","33.741933","-118.27405",,,"980","14.32","11.1",,,,,,,,"335",,,"130573",,,,,,,,,"48.4",,,"116295","11850",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"6 x Post- Panamax cranes available at berths 227 - 232.",,,"Port",,,,,,,,,,,,,,"True",,,,,,,"Everport Container Terminal_232","8/4/2022 09:58:31+08",
"270886","61475","14635","41541","233","Everport Terminal Services","Quay","Closed","Dry Cargo","N","W","33.740017","-118.274717",,,"528","13.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,"16/04/21 - No vessel visits in one year.",,,,,,,,"Everport Container Terminal_233","16/4/2021 14:56:30+08",
"270887","61476","14635","41541","234","Everport Terminal Services","Quay","Closed","Dry Cargo","N","W","33.738983","-118.27465",,,"528","13.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,"16/04/21 - No vessel visits in one year.",,,,,,,,"Everport Container Terminal_234","16/4/2021 14:56:25+08",
"270888","61477","14635","41541","235","Everport Terminal Services","Quay","Closed","Dry Cargo","N","W","33.737967","-118.2746",,,"528","13.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,"16/04/21 - No vessel visits in one year.",,,,,,,,"Everport Container Terminal_235","16/4/2021 14:56:19+08",
"270889","61478","14635","41541","236","Everport Terminal Services","Quay","Closed","Dry Cargo","N","W","33.737083","-118.27455",,,"528","13.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,"16/04/21 - No vessel visits in one year.","True",,,,,,,"Everport Container Terminal_236","16/4/2021 14:56:13+08",
"270890","61479","14635","41542","302","Eagle Marine Services, Ltd.","Quay","Active","Dry Cargo","N","W","33.73155","-118.2593","304",,"1219","15.24","14.6",,,,,"All vessels",,"All vessels","400",,,"187625",,,,,,,,,"53.6",,,"176546","16022",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"8 x Post- Panamax cranes and 8 x Super Post- Panamax cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,,"True",,,,,,,"Fenix Marine Services Terminal_302","15/4/2021 14:52:31+08",
"270891","61480","14635","41542","303","Eagle Marine Services, Ltd.","Quay","Active","Dry Cargo","N","W","33.732467","-118.2562","304",,"1219","15.24","14.6",,,,,"All vessels",,"All vessels","400",,,"187625",,,,,,,,,"53.6",,,"176546","17292",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"8 x Post- Panamax cranes and 8 x Super Post- Panamax cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,,"True",,,,,,,"Fenix Marine Services Terminal_303","15/4/2021 14:44:44+08",
"270892","61481","14635","41542","304","Eagle Marine Services, Ltd.","Quay","Active","Dry Cargo","N","W","33.733367","-118.253117","304",,"1219","15.24","14.6",,,,,"All vessels",,"All vessels","400",,,"187625",,,,,,,,,"53.6",,,"176546","16022",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"8 x Post- Panamax cranes and 8 x Super Post- Panamax cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,,"True",,,,,,,"Fenix Marine Services Terminal_304","15/4/2021 14:08:48+08",
"270893","61482","14635","41542","305","Eagle Marine Services, Ltd.","Quay","Active","Dry Cargo","N","W","33.734317","-118.249783","304",,"1219","15.24","14.6",,,,,"All vessels",,"All vessels","400",,,"180000",,,,,,,,,"51.2",,,"168000","14000",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"8 x Post- Panamax cranes and 8 x Super Post- Panamax cranes available at the terminal.",,,"Port or Starboard",,,,,,,,,,,,,,"True",,,,,,,"Fenix Marine Services Terminal_305","15/4/2021 13:59:57+08",
"270894","61441","14635","41540","212","Yusen Terminals LLC","Quay","Active","Dry Cargo","N","W","33.76045","-118.25535","165",,"330","13.7",,,,,,"All vessels",,"All vessels","294.1",,,"63157",,,,,,,,,"32.2",,,"53100","4728",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,"True","Port",,,,,,,,,,,,,,"True",,,,,,,"Yusen Container Terminal_212","19/4/2021 09:46:54+08",
"270895","61442","14635","41540","213","Yusen Terminals LLC","Quay","Active","Dry Cargo","N","W","33.759883","-118.25685","165",,"330","13.7","11.2",,,,,"All vessels",,"All vessels","304",,,"81171",,,,,,,,,"43.4",,,"78316","6763",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,"True","Starboard",,,,,,,,,,,,,,"True",,,,,,,"Yusen Container Terminal_213","19/4/2021 09:45:28+08",
"270896","61443","14635","41540","214","Yusen Terminals LLC","Quay","Closed","Dry Cargo","N","W","33.759017","-118.25835","130",,"520","13.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,"True","Starboard",,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Yusen Container Terminal_214","19/4/2021 09:43:15+08",
"270897","61444","14635","41540","215","Yusen Terminals LLC","Quay","Active","Dry Cargo","N","W","33.758133","-118.259167","130",,"520","13.7","12.2",,,,,"All vessels",,"All vessels","338.17",,,"104525",,,,,,,,,"45.8",,,"98799","9040",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,"True","Starboard",,,,,,,,,,,,,,"True",,,,,,,"Yusen Container Terminal_215","19/4/2021 09:42:52+08",
"270898","61445","14635","41540","216","Yusen Terminals LLC","Quay","Active","Dry Cargo","N","W","33.75715","-118.260083","130",,"520","13.7","13.5",,,,,"All vessels",,"All vessels","349",,,"122962",,,,,,,,,"45.8",,,"113973","9592",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,"True","Starboard",,,,,,,,,,,,,,"True",,,,,,,"Yusen Container Terminal_216","19/4/2021 09:42:45+08",
"270899","61446","14635","41540","217","Yusen Terminals LLC","Quay","Closed","Dry Cargo","N","W","33.756183","-118.26095","130",,"520","13.7",,,,,,,,,"213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Yusen Container Terminal_217","19/4/2021 09:19:35+08",
"270900","61447","14635","41540","218","Yusen Terminals LLC","Quay","Active","Dry Cargo","N","W","33.755133","-118.261983","155",,"620","13.7",,,,,,"All vessels",,"All vessels","335.47",,,"103800",,,,,,,,,"42.8",,,"93750","8749",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,,"Port or Starboard",,,,,,,,,,,,,,"True",,,,,,,"Yusen Container Terminal_218","19/4/2021 08:49:01+08",
"270901","61448","14635","41540","219","Yusen Terminals LLC","Quay","Active","Dry Cargo","N","W","33.754133","-118.263183","155",,"620","13.7","13.2",,,,,"All vessels",,"All vessels","349.65",,,"122962",,,,,,,,,"45.8",,,"113973","10114",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,,"True",,,,,,,"Yusen Container Terminal_219","19/4/2021 08:44:00+08",
"270902","61453","14635","41540","222 and 223","Yusen Terminals LLC","Quay","Closed","Dry Cargo","N","W","33.751033","-118.2668","150",,"300","13.7",,,,,,,,,"213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,,,,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Yusen Container Terminal_222 and 223","19/4/2021 08:17:00+08",
"270903","61454","14635","41540","224 and 225","Yusen Terminals LLC","Quay","Closed","Dry Cargo","N","W","33.750067","-118.268083","150",,"300","13.7",,,,,,,,,"213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 x 61t Super Post- Panamax cranes, 4 x 41t Post- Panamax cranes and 4 x 41t Panamax cranes available at the terminal.",,,,,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Yusen Container Terminal_224 and 225","19/4/2021 08:15:32+08",
"270904","61455","14635","41540","No 224","Yusen Terminals Inc (YTI)","Alongside","Never Existed","Dry Cargo","N","W","33.7499","-118.268283","136",,"1768",,,,,,,,,,"213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 super post Panamax 31m gauge each with 61t capacity, 4 post Panamax 31m gauge each with 41t capacity, 2 Panamax 31m gauge each with 41t capacity and 2 Panamax 15m gauge each with 41t capacity.",,,,,,,,,,,,,,,,"Depths from 10.6 - 13.7m",,,,,,,,"Yusen Container Terminal_No 224","16/8/2016 13:04:44+08",
"270905","61456","14635","41540","No 225","Yusen Terminals Inc","Alongside","Never Existed","Dry Cargo","N","W","33.749017","-118.26945","136",,"1768",,,,,,,,,,"213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"4 super post Panamax 31m gauge each with 61t capacity, 4 post Panamax 31m gauge each with 41t capacity, 2 Panamax 31m gauge each with 41t capacity and 2 Panamax 15m gauge each with 41t capacity.",,,,,,,,,,,,,,,,"Depths from 10.6 - 13.7m",,,,,,,,"Yusen Container Terminal_No 225","16/8/2016 13:04:56+08",
"270911","62754","14635","41536","102 (and 101)","China Shipping North America","Quay","Active","Dry Cargo","N","W","33.754833","-118.276217","381",,"762","16.15","13.9",,,,,"All vessels",,"All vessels","349.07",,,"121824",,,,,,,,,"48.58",,,"116603","10060",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 x 50t Post- Panamax cranes and 10 x 100t Super Post- Panamax cranes available at the terminal.",,"True","Port",,,,,,,,,,,,,,,,,,,,,"China Shipping Container Terminal (WBCT)_102 (and 101)","20/4/2021 14:09:25+08",
"270912","61859","14635","19592","240c","Torrance Logistics Co.","Quay","Closed","Tanker","N","W","33.735067","-118.271633","68",,,"11.2","10.3",,,,,,,,"228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance Logistics Co. South Western Marine Terminal_240c","16/4/2021 14:01:09+08",
"270913","35231","14635","19588","163","Nustar Energy LP","Jetty","Active","Tanker","N","W","33.760467","-118.267167","150",,,,,,,,,"All vessels",,"All vessels","228.6",,,"74875",,,,,,,,,"32.26",,,,,,,,,,,,,,,,"Port",,,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,"Min 2+2+2","Min 2+2+2",,,,,,,,,,,,,,"NuStar - Shore Terminals_163","20/4/2021 09:41:58+08",
"270914","35234","14635","20163","120","Kinder Morgan","Jetty","Closed","Tanker","N","W","33.756767","-118.27905","122",,,"9.94",,,,,,,,,"244",,,,,,"50802",,,,,,,,,,,,,,,,,,,"55.47",,,"Port",,,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,,,,,,,,"20/04/2021 - No vessel visits in one year.",,,,,,,,"Kinder Morgan - Carson Terminal_12","20/4/2021 13:33:33+08",
"270915","35235","14635","19592","240b","Torrance Logistics Co.","Quay","Closed","Tanker","N","W","33.733417","-118.2719","68",,,"11.06","9.75",,,,,,,,"198.12",,,"60000",,,"25401",,,,,,,,,,,,,,,,,,,,,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,"3+2+2","3+2+2",,,"Available",,,,,,,,,,,"Torrance Logistics Co. South Western Marine Terminal_240b","16/4/2021 13:43:48+08",
"270916","35688","14635","20163","118","Kinder Morgan","Jetty","Active","Tanker","N","W","33.7561","-118.28065","250",,,"10.6","9.7",,,,,"All vessels",,"All vessels","186",,,"53116",,,,,,,,,"32.26",,,,,,,,,,,,,"55.47",,,"Port",,,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,,,,,,,,,,,,,,,,"Kinder Morgan - Carson Terminal_118","20/4/2021 13:35:38+08",
"270917","32428","14635","20135","150 and 151","ConocoPhillips","Platform Berth","Closed","Tanker","N","W","33.75415","-118.27105","202",,,"10.63",,,"0.6",,,,,,"350",,,"75000",,,,,,,,,,,,,,,,,,,,,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship",,,"2+2+2","2+2+2",,,,,,"20/04/2021 - No vessel visits in one year.",,,,,,,,"ConocoPhillips_150 and 151","20/4/2021 11:04:48+08",
"270918","32317","14635","19591","189 and 190  ","Vopak","Quay","Active","Tanker","N","W","33.7628","-118.259767","287",,,"11.5","13",,,,,"All vessels",,"All vessels","250",,,"109000",,,,,,,,,"43.98",,,,,,,,,,,,,,,,"Port",,,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,,,,,,,,"Fendered quayside.",,,,,,,,"Vopak Terminal Los Angeles_189 and 190","19/4/2021 15:12:04+08",
"270919","32021","14635","19592","239","Torrance Logistics Co.","Quay","Closed","Tanker","N","W","33.733083","-118.2728","69","215",,"11.4","10.3",,,,,,,,"192",,,,,,"55883",,,,,,,,,,,,,,,,,,,,,,"Port",,,,,,,,,,,,,,,,,,,"PORT",,,,,,,,,,"Available",,,,,,,,,,,"Torrance Logistics Co. South Western Marine Terminal_239","16/5/2019 09:18:56+08",
"270920","32039","14635","19589","169  ","Shell Oil Co.","Quay","Active","Tanker","N","W","33.75415","-118.26785","180",,"380","11.64","11.32",,,,,,,,"259",,,"86364",,,,,,,,,"38",,,,,,,,,,"15.24",,,,,,"Port",,,,,,,,,,,,,,,,,,,"Port","HFO",,"Ship","Available",,,,,,"Available",,,,,,,,,,,"Shell - Mormon Island Marine Facility_169","20/4/2021 09:00:46+08",
"270921","34660","14635","48783","164  ","Valero","Jetty","Active","Tanker","N","W","33.759483","-118.267833","150",,,"11.52",,,,,,"All vessels",,"All vessels","259",,,"83315",,,,,,,,,"32.2",,,,,,,,,,,,,"55.47",,,"Port",,,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,,,,,,,,,,,,,,,,"Valero - Wilmington Terminal_164","20/4/2021 09:42:23+08",
"270922","34661","14635","19589","167 and 168  ","Shell Oil Co.","Quay","Closed","Tanker","N","W","33.75565","-118.26795","200",,"380","12.19","9.14",,,,,,,,"259",,,"86364",,,,,,,,,"32.61",,,,,,,,,,"10.97",,,,,,"Port",,,,,,,,,,,,,,,,,,,"Port","HFO",,"Ship","Available",,,,,,"Available",,,"20/04/2021 - No vessel visits in one year.",,,,,,,,"Shell - Mormon Island Marine Facility_167 and 168","20/4/2021 08:34:49+08",
"270923","34662","14635","19591","187 and 188","Vopak","Quay","Active","Tanker","N","W","33.765017","-118.259867","287",,,"10.95","10.1",,,,,"All vessels",,"All vessels","184.33",,,"50000",,,,,,,,,"32.25",,,,,,,,,,,,,,,,"Port",,,,,,,,,,,,,,,,,,,"Port","HFO",,,"Available",,,,,,"Available",,,,,,,,,,,"Vopak Terminal Los Angeles_187 and 188","19/4/2021 15:14:53+08",
"270925","34567","14635","20152","Westway No 70/71",,"Jetty","Never Existed","Tanker","N","W","33.7249","-118.272567",,,,"10.7",,,,,,,,,"228.6",,,"60000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HFO",,"Shore (crew)","Available",,,,,,"Available",,,"Total length 70 + 71 = 210m",,,,,,,,"Westway_Westway No 70/71","21/5/2019 11:21:20+08",
"270926","34569","14635","20135","148 and 149","ConocoPhillips","Jetty","Active","Tanker","N","W","33.755933","-118.27365","186",,,"10.67","9.9",,"0.6",,,"All vessels",,"All vessels","249",,,"75000",,,,,,,,,"32.24",,,,,,,,,,,,,"55.47",,,"Port",,,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,"2+2+2","2+2+2",,,,,,,,,,,,,,"ConocoPhillips_148 and 149","20/4/2021 12:00:24+08",
"270932","63541","14635","41545","165","Borax Inc.","Quay","Active","Dry Cargo","N","W","33.758383","-118.26805",,,"240","11.27",,,,,,"All vessels",,"All vessels","200",,,"48000",,,,,,,,,"30.5",,,"30000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starboard",,,,,,,,,,,,,"This berth handles borate.",,,,"Mineral Ore",,,,"Rio Tinto - Wilmington Operations_165","20/4/2021 09:14:53+08",
"270933","63542","14635","41545","166","Borax Inc.","Quay","Active","Dry Cargo","N","W","33.757267","-118.267717",,,"240","11.27",,,,,,"All vessels",,"All vessels","200",,,"57000",,,,,,,,,"32.26",,,"37499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starboard",,,,,,,,,,,,,"This berth handles borate.",,,,"Mineral Ore",,,,"Rio Tinto - Wilmington Operations_166","20/4/2021 09:11:49+08",
"270934","63543","14635","19591","La 210",,"Alongside","Never Existed","Dry Cargo","N","W","33.76135","-118.252533","228",,,"10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scrap Metal",,,,"Vopak Terminal Los Angeles_La 21","14/11/2017 08:38:27+08",
"270935","63544","14635","19591","La 211",,"Alongside","Never Existed","Dry Cargo","N","W","33.76135","-118.252533","228",,,"10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scrap Metal",,,,"Vopak Terminal Los Angeles_La 211","14/11/2017 08:38:27+08",
"270927","63532","14635","41538","140 and 141","TraPac LLC","Quay","Closed","Dry Cargo","N","W","33.765617","-118.2712","300",,"1022","13.7","12",,,,,,,,"320.58",,,"100003",,,,,,,,,"42.8",,,"88493",,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"10 x Post- Panamax cranes with 30m gauge, 40t capacity available at the terminal.",,"True","Port",,,,,,,,,,,,,"Depths from 13.7 - 16.1m. 20/04/2021 - No vessel visits in one year.","True",,,,,,,"TraPac Container Terminal_140 and 141","20/4/2021 12:06:33+08",
"270928","63533","14635","41538","142 and 143","TraPac LLC","Quay","Active","Dry Cargo","N","W","33.763267","-118.2721","300",,"1022","13.7","13.3",,,,,"All vessels",,"All vessels","336.3",,,"103800",,,,,,,,,"46",,,"105644","9592",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"10 x Post- Panamax cranes with 30m gauge, 40t capacity available at the terminal.",,"True","Port",,,,,,,,,,,,,"Depths from 13.7 - 16.1m. ","True",,,,,,,"TraPac Container Terminal_142 and 143","20/4/2021 12:05:54+08",
"270930","63535","14635","41538","No 146",,"Quay","Never Existed","Dry Cargo",,,,,"160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,"Depth 10.6-13.7m",,,,,,,,"TraPac Container Terminal_No 146","6/1/2016 13:05:59+08",
"270931","63536","14635","41538","No 147",,"Quay","Never Existed","Dry Cargo",,,,,"160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,"Depth 10.6-13.7m",,,,,,,,"TraPac Container Terminal_No 147","6/1/2016 13:06:04+08",
"270940","85615","14635","47469","087 to 089","Pacific Battleship Center (Port of Los Angeles)","Quay","Never Existed","Dry Cargo","N","W","33.742183","-118.277467","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Battleship USS Iowa Museum.",,,,,,,,"Port of Los Angeles_087 to 089","17/5/2019 12:00:40+08",
"270936","85589","14635","41538","145 and 146","TraPac LLC","Quay","Active","Dry Cargo","N","W","33.760417","-118.273183","422",,"1022","13.7","12.6",,,,,"All vessels",,"All vessels","336.3",,,"114175",,,,,,,,,"46",,,"105644","9592",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"10 x Post- Panamax cranes with 30m gauge, 40t capacity available at the terminal.",,"True","Port",,,,,,,,,,,,,"Depths from 13.7 - 16.1m. ","True",,,,,,,"TraPac Container Terminal_145 and 146","20/4/2021 12:04:03+08",
"270937","85670","14635","48794","301","Millennium Maritime and Harley Marine Services","Pier","Never Existed","Dry Cargo","N","W","33.730883","-118.262217","300","326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,"True","True",,,,,,,,,,,,,,,,,,"Tugs and barges.",,,,,,,,"Millennium Maritime/Harley Marine Services_301","16/5/2019 10:16:36+08",
"270938","85671","14635","40115","090","Ports America","Quay","Active","Dry Cargo","N","W","33.743917","-118.276583","150",,"450","11.2",,,,,,"All vessels",,"All vessels","333.46",,,"12512",,,,,,,,,"41.4",,,"167725",,,,,,,,,,,,,,,"Cruise",,,,,,,,,,,,,,,,"True","Starboard",,,"Passenger",,,,,,,,,,"Fendered quay. ",,,,,,,,"World Cruise Centre (Inner Harbour)_9","20/4/2021 14:44:46+08",
"270939","85672","14635","48795","095","Catalina Express","Pier","Never Existed","Dry Cargo","N","W","33.748617","-118.274017","80",,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fast ferries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catalina Sea and Air Terminal_95","14/5/2019 15:00:28+08",
