"index_code","index_desc","wind_code","date","open","high","low","close","volume","amt","chg","pct_chg","update_time"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20240902",,,,"3012.79",,,,,"20/3/2025 09:53:34.620718+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20240909",,,,"2805.22",,,,,"20/3/2025 09:53:34.620718+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20240916",,,,"3055.45",,,,,"20/3/2025 09:53:34.620718+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20240923",,,,"3105.52",,,,,"20/3/2025 09:53:34.620718+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20240930",,,,"2868.75",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241007",,,,"2787.6",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241014",,,,"2718.64",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241021",,,,"2712.25",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241028",,,,"2817.72",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241104",,,,"2779.01",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241111",,,,"2819.48",,,,,"19/3/2025 17:57:31.582478+08"
