"index_code","index_desc","wind_code","date","open","high","low","close","volume","amt","chg","pct_chg","update_time"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241118",,,,"2443.04",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241125",,,,"1961.49",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241202",,,,"1717.87",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241209",,,,"1602.83",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241216",,,,"1498.64",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241223",,,,"1821.18",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20241230",,,,"2560.88",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250106",,,,"2822.46",,,,,"19/3/2025 17:57:31.582478+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250113",,,,"3210.93",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250120",,,,"2444.77",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250127",,,,"2651.96",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250203",,,,"2460.73",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250210",,,,"2246.96",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250217",,,,"1931.49",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250224",,,,"1851.41",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250303",,,,"1599.94",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250310",,,,"1506.59",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250317",,,,"1260.05",,,,,"19/3/2025 17:47:54.852536+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250324",,,,"1152.74",,,,,"24/3/2025 15:10:01+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250331",,,,"1089.16",,,,,"31/3/2025 15:10:00+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250407",,,,"1129.45",,,,,"7/4/2025 15:19:09+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250414",,,,"1587.84",,,,,"14/4/2025 15:10:00+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250421",,,,"1368.41",,,,,"21/4/2025 15:10:00+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250428",,,,"1230.28",,,,,"28/4/2025 15:10:00+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250505",,,,"1320.69",,,,,"6/5/2025 18:12:25+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250512",,,,"1455.31",,,,,"12/5/2025 15:21:09+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250519",,,,"1446.36",,,,,"20/5/2025 10:06:23+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250526",,,,"1719.79",,,,,"26/5/2025 15:10:00+08"
"ee1e0330-0b69-4aa5-8592-8ab4ef86a5b0","SCFIS:美西航线(基本港)","S008618298","20250602",,,,"1718.11",,,,,"2/6/2025 15:10:00+08"
